,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,CLTV,churn_probability,monthly_charges,revenue_at_risk,y_true
825,United States,California,Colusa,95932,39.273096,-122.050763,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,5600,0.2256221891182521,19.8,53.607832134496704,1
2932,United States,California,Rocklin,95765,38.823278,-121.281856,Male,No,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,5038,0.04012526831304438,111.15,53.5190828759386,0
5720,United States,California,Mira Loma,91752,33.999992,-117.535395,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,5370,0.21571583460320193,20.6,53.32495431391152,0
4468,United States,California,Sun Valley,91352,34.231053,-118.338307,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,5756,0.04012526831304438,110.6,53.2542561050725,0
3907,United States,California,Soquel,95073,37.023669,-121.946461,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,19.65,3625,0.2256221891182521,19.65,53.20171219408384,0
6545,United States,California,Pioneer,95666,38.546999,-120.271114,Female,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,5502,0.04012526831304438,110.25,53.085729978157715,0
5236,United States,California,Glenhaven,95443,39.045246,-122.743181,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,4097,0.23317774467380764,18.95,53.02461913882386,0
5223,United States,California,Branscomb,95417,39.710591,-123.682799,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,2392,0.21571583460320193,20.45,52.936665811625744,0
5425,United States,California,Nevada City,95959,39.333737,-120.858667,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,5057,0.22110044998781736,19.9,52.79878745709078,0
1217,United States,California,Auburn,95602,38.99003,-121.114408,Female,No,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,4568,0.08578456606261795,51.2,52.70603738887246,1
3533,United States,California,Corona,92879,33.893823,-117.531446,Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,3699,0.08578456606261795,51.2,52.70603738887246,0
4834,United States,California,Los Alamos,93440,34.758699,-120.275839,Male,No,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,4273,0.04012526831304438,109.2,52.580151597413355,0
657,United States,California,Brisbane,94005,37.684694,-122.40712,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,4152,0.2256221891182521,19.4,52.52484562672909,1
2485,United States,California,Raymond,93653,37.252057,-119.95783,Male,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,3716,0.05526896130908637,79.15,52.49445945137025,0
1963,United States,California,La Mirada,90638,33.902045,-118.008961,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,3097,0.08578456606261795,50.7,52.19132999249676,0
6668,United States,California,Gerber,96035,40.03194,-122.176023,Female,No,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,3572,0.09448863248799586,45.9,52.04433877438811,0
4804,United States,California,Taft,93268,35.184837,-119.402525,Male,No,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,4549,0.05325917341436163,81.15,51.863783070905356,0
3845,United States,California,Oakland,94619,37.787186,-122.14633,Female,Yes,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,3460,0.21512218911825212,20.05,51.75839870185146,0
2540,United States,California,San Gregorio,94074,37.331762,-122.341444,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,4836,0.22110044998781736,19.5,51.737505297149255,0
6390,United States,California,Crows Landing,95313,37.435664,-121.049056,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.0,5949,0.21571583460320193,19.95,51.64237080400653,0
3350,United States,California,San Diego,92114,32.707892,-117.05512,Female,No,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,5250,0.08578456606261795,49.9,51.36779815829563,0
1094,United States,California,Pacific Grove,93950,36.618337,-121.926417,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,5403,0.2256221891182521,18.95,51.306485805490524,1
5505,United States,California,Doyle,96109,40.012675,-120.101857,Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,6334,0.08578456606261795,49.75,51.21338593938291,0
1070,United States,California,Lancaster,93535,34.712708,-117.889656,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,4851,0.21571583460320193,19.75,51.124652800958856,1
2206,United States,California,Fawnskin,92333,34.274846,-116.937581,Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,5534,0.04012526831304438,105.5,50.79858968431419,0
5625,United States,California,Hawaiian Gardens,90716,33.830431,-118.074071,Male,No,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,6138,0.06396533505400381,66.15,50.775682965868235,0
5989,United States,California,Armona,93202,36.315979,-119.710852,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,5816,0.21571583460320193,19.4,50.218646295625405,0
4956,United States,California,Los Altos,94024,37.352911,-122.093002,Male,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,5900,0.04012526831304438,104.05,50.10041001566721,0
4134,United States,California,Vacaville,95688,38.419088,-122.024568,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,3595,0.20222668509306482,20.55,49.869100543949784,0
2443,United States,California,Lancaster,93534,34.727529,-118.153098,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,3678,0.19973622862359594,20.8,49.854162664449554,0
2597,United States,California,Napa,94559,38.232389,-122.324944,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,4858,0.07546710574515762,54.95,49.763009528356946,0
3169,United States,California,Torrance,90502,33.833181,-118.292062,Male,No,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,4322,0.07546710574515762,54.9,49.71772926490985,0
6055,United States,California,Santa Maria,93455,34.818227,-120.418784,Male,No,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8,2848,0.07546710574515762,54.8,49.627168738015655,0
6360,United States,California,Stockton,95219,38.029729,-121.387999,Female,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,5685,0.17230192379798678,23.9,49.41619174526261,0
3148,United States,California,Lawndale,90260,33.88856,-118.351813,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,5279,0.21571583460320193,19.05,49.31263979029196,0
4825,United States,California,Arroyo Grande,93420,35.176236,-120.483243,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,4462,0.07546710574515762,54.45,49.31020689388599,0
5604,United States,California,Torrance,90504,33.867257,-118.330794,Male,No,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,3222,0.07546710574515762,54.3,49.1743661035447,0
1689,United States,California,Kyburz,95720,38.766036,-120.209673,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,3663,0.19973622862359594,20.4,48.89542876705629,1
2692,United States,California,San Jose,95118,37.255479,-121.889838,Male,No,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,2380,0.07546710574515762,53.85,48.76684373252086,0
4878,United States,California,Bass Lake,93604,37.458367,-119.345011,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,4905,0.1943516132389806,20.9,48.74338460033633,0
4608,United States,California,Niland,92257,33.345825,-115.596574,Male,No,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,5827,0.061831796078359556,65.4,48.525593562296585,0
4377,United States,California,Venice,90291,33.991782,-118.479229,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,4804,0.04012526831304438,100.7,48.48737422948284,0
3710,United States,California,Fresno,93704,36.799648,-119.801247,Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,3124,0.04012526831304438,100.55,48.41514874651935,0
1450,United States,California,Newport Beach,92660,33.634626,-117.874882,Female,No,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,4846,0.08730681430617766,46.0,48.193361497010066,1
3824,United States,California,San Leandro,94578,37.704384,-122.126703,Male,No,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,4399,0.04904185508198015,81.8,48.13948494847172,0
5911,United States,California,Wildomar,92595,33.617108,-117.253349,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,4637,0.04012526831304438,99.35,47.83734488281151,0
949,United States,California,Fallbrook,92028,33.362575,-117.299644,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,5822,0.1901378254773819,20.95,47.80064932501381,1
3910,United States,California,San Jose,95112,37.343827,-121.883119,Male,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,5168,0.04904185508198015,81.05,47.69810825273389,0
2884,United States,California,Hood,95639,38.375325,-121.507935,Male,No,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,4000,0.04012526831304438,98.45,47.40399198503063,0
6123,United States,California,Reedley,93654,36.636638,-119.421842,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,2507,0.1943516132389806,20.3,47.34405298501567,0
5856,United States,California,Fontana,92335,34.087558,-117.464096,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,4603,0.04012526831304438,97.2,46.802112960334966,0
1967,United States,California,Stanton,90680,33.801869,-117.995068,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,2484,0.1974715908600123,19.75,46.80076703382292,0
5822,United States,California,El Centro,92243,32.770393,-115.60915,Female,No,Yes,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,2519,0.10838146939087838,35.4,46.040448197245134,0
3193,United States,California,Paramount,90723,33.897122,-118.164432,Male,No,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,4701,0.05526896130908637,69.4,46.027990978207136,0
3838,United States,California,Oakland,94603,37.739113,-122.175602,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85,4262,0.04012526831304438,94.95,45.71873071588277,0
6756,United States,California,Los Angeles,90045,33.954017,-118.402447,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,5029,0.18837335236941538,20.2,45.66170061434629,0
2260,United States,California,Temecula,92592,33.507255,-117.029473,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,5653,0.04012526831304438,94.7,45.59835491094364,0
975,United States,California,Rancho Mirage,92270,33.763678,-116.429928,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,3845,0.18189740078476813,20.65,45.07417591446554,1
6087,United States,California,Ahwahnee,93601,37.375816,-119.739935,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,2067,0.1872820161693835,20.05,45.06005309035368,0
5288,United States,California,Loleta,95551,40.665952,-124.240051,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,5917,0.1943516132389806,19.3,45.011833626147904,0
4025,United States,California,Graton,95444,38.434362,-122.86891,Male,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,4283,0.07546710574515762,49.65,44.96330160296491,0
3532,United States,California,Placentia,92870,33.881158,-117.854783,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,4988,0.04012526831304438,93.05,44.80387459834536,0
4708,United States,California,Newport Beach,92660,33.634626,-117.874882,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,5597,0.1803380077968037,20.65,44.68775833204795,0
3023,United States,California,Gazelle,96034,41.411315,-122.697236,Male,No,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,4171,0.04904185508198015,75.4,44.373070478175634,0
3554,United States,California,Arvin,93203,35.116307,-118.817644,Female,No,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,5907,0.04012526831304438,91.3,43.96124396377142,0
1994,United States,California,Arcadia,91007,34.128284,-118.047732,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,5644,0.04904185508198015,73.9,43.4903170867,0
2233,United States,California,San Bernardino,92407,34.250069,-117.393949,Male,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,5842,0.04012526831304438,88.6,42.66118527042878,0
2118,United States,California,Poway,92064,32.984395,-117.013454,Female,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,5531,0.04012526831304438,88.15,42.44450882153835,0
